item-id,rating
0005019281,4.494623655913978
0005119367,4.764285714285714
0307142493,4.766666666666667
0375810331,4.511111111111111
0510539610,4.333333333333333
0738920762,4.538461538461538
0764005529,4.365853658536586
0767001311,4.408045977011494
076700941X,4.631578947368421
0767015525,3.1444444444444444
0767020294,3.85
0767023765,4.5
0767087372,4.555555555555555
0767088247,4.708860759493671
076780192X,4.578378378378378
0767802799,4.298136645962733
0767803434,4.429919137466308
0767804325,4.549180327868853
0767805534,4.190697674418605
0767805712,4.135714285714286
0767808673,4.021052631578947
0767809254,4.699438202247191
0767811089,4.610778443113772
0767815335,4.197604790419161
0767815963,4.5
0767817486,4.3119266055045875
0767817648,4.264705882352941
0767817664,4.565853658536585
0767817737,4.428571428571429
0767818105,4.603448275862069
0767819454,4.010752688172043
0767819462,4.476923076923077
0767821408,3.456
0767821807,4.055555555555555
0767824555,4.659574468085107
0767824571,4.634743875278397
0767826728,3.152941176470588
0767827686,4.365079365079365
0767827759,3.388646288209607
0767830555,4.459154929577465
0767834739,3.8128598848368522
0767835069,4.306930693069307
0767836359,4.536842105263158
0767837398,4.211538461538462
0767839129,3.418831168831169
0767839277,4.578313253012048
076785344X,3.4166666666666665
0767853636,4.4393939393939394
0780020715,4.752380952380952
0780020855,4.253521126760563
0780021932,4.708860759493671
0780022319,4.313725490196078
0780022386,3.9746835443037973
078060718X,3.3972602739726026
0780615573,4.803571428571429
0780621832,4.7342342342342345
0780621956,4.336134453781512
0780622383,4.729357798165138
0780622537,4.372972972972973
0780623614,4.348623853211009
078062582X,3.949275362318841
0780626699,4.283018867924528
0780626702,4.220588235294118
0780630866,4.338461538461538
0780630874,3.7777777777777777
0780635299,4.344
0780662504,4.698630136986301
0782006752,3.96875
0782008372,4.112094395280236
0782010040,4.57258064516129
078201061X,4.464285714285714
0782010792,4.876649746192894
0783110901,4.796296296296297
0783112750,3.917864476386037
0783114222,4.75
0783114729,4.487179487179487
0783114907,4.639344262295082
0783116640,5.0
0783116926,4.63
0783211201,4.563380281690141
0783211694,4.555555555555555
0783217048,4.7368421052631575
0783218923,4.483333333333333
0783222726,4.7105263157894735
078322561X,4.083333333333333
0783225857,4.85034965034965
0783225911,4.708520179372197
0783226535,4.299065420560748
0783226608,4.402777777777778
0783226799,4.378640776699029
0783226853,4.751219512195122
078322687X,4.614224137931035
0783226896,4.746153846153846
0783226985,4.63013698630137
0783227272,4.338983050847458
0783227361,4.111627906976744
078322740X,4.557522123893805
0783227892,4.283185840707965
0783227922,3.8846153846153846
0783227930,4.447058823529412
0783228686,4.574074074074074
078322947X,4.438311688311688
0783229569,3.804979253112033
0783229747,4.487179487179487
078322995X,4.716577540106952
0783230346,4.104347826086957
0783230427,3.658536585365854
0783230486,4.326923076923077
0783231032,4.097087378640777
0783234287,4.226130653266332
0783235380,3.5443037974683542
0783235410,3.7761194029850746
0783239408,4.185497470489039
0783239955,4.590909090909091
0783240066,4.077669902912621
0783240473,4.3121693121693125
0783241313,4.0
0783241569,4.417613636363637
0783243499,3.755787037037037
0783245130,4.666666666666667
078400949X,3.935483870967742
0784010331,4.230769230769231
0784011370,4.523809523809524
0784011532,4.229357798165138
0784011648,4.630331753554502
0784011680,4.544303797468355
0784013470,4.2784313725490195
0788802194,4.7469458987783595
0788812467,4.626315789473685
0788814664,4.603125
0788815474,3.9855072463768115
0788821075,4.634191176470588
0788832182,4.59765625
