user-id,rating
A0040548BPHKXMHH3NTI,4.083333333333333
A0045750NMY09KVSTE01,5.0
A0070287EH1P1FHWO3GW,4.6
A0149220O8WD7KG3O5XR,4.5
A0160612BLIWRHROHLLE,4.142857142857143
A0221881VJG1DV9M63H2,4.222222222222222
A0283642BURXFWRSJIJT,4.285714285714286
A0293382VV3VQQ607PY4,4.0
A0322174KPHFYVAJWTR2,5.0
A0346431PV98JX8MFDKG,4.545454545454546
A0464351OZXPUPKGI6HO,5.0
A05308081UG71LSV3EE3,4.142857142857143
A05802985UN4SSZAWOCI,4.0
A0637833V7MU6VSMH5PE,4.545454545454546
A0675716UF1O1EERO8JI,4.454545454545454
A0685888WB02Q69S553P,5.0
A0718784TOWF9DX1DOFD,4.3076923076923075
A0725659L4DQHV5NQC5C,5.0
A0769183K7L2H54MJRG4,4.25
A08161909WK3HU7UYTMW,4.888888888888889
A0817904HQMN5QXY2MTW,4.888888888888889
A08553752N7KUI4EWMNW,5.0
A0859025PHS4N7X4RFT3,5.0
A0896517PN4N2KMFUHMW,5.0
A0897547HGJQA5LSC6E5,5.0
A0933858UGQ2WIEV5EYS,5.0
A0978836QSB5X62PLBB8,4.428571428571429
A0986665A7J4V94FK3RZ,4.909090909090909
A1004AX2J2HXGL,3.625
A1004HZ4AR10UI,5.0
A10090497ELQ2XP1YB3I,3.0
A1009LH3UAC3P,3.4
A100BBKBDGGRHV,5.0
A100GZ77D21HTZ,4.2
A100JCBNALJFAW,3.3142857142857145
A100JY2S79BBM6,4.857142857142857
A100K3KEMSVSCM,4.888888888888889
A100L918633LUO,3.8461538461538463
A100OJ8LFVPMPT,4.777777777777778
A100R1NLW9HH7C,5.0
A100R561QXDNF5,4.857142857142857
A100RFQHFO005W,2.2
A100RW34WSLTUW,4.548387096774194
A100S7GRTNJX7V,3.6153846153846154
A100TUZVB01NTC,4.75
A100TWBGZRT50A,3.92
A100UD67AHFODS,4.928571428571429
A100V0YLKSBJPV,4.75
A100V5QEICGPDA,4.6
A100WFKYVRPVX7,4.956521739130435
A100WO06OQR8BQ,3.607142857142857
A1010CHKPMJGZ4,5.0
